data_set,algorithm,max_iterations,max_depth,total_cost,average_cost_gain,average_swapped_pairs,average_num_iterations
input/tor/tor_512.txt,mloga,30,1,47500.2,0,0,0
input/tor/tor_512.txt,mloga,30,2,46877.1,0,0,0
input/tor/tor_512.txt,mloga,30,3,45116.3,0,0,0
input/tor/tor_512.txt,mloga,30,4,44685.6,0,0,0
input/tor/tor_512.txt,mloga,30,5,43855.4,0,0,0
input/tor/tor_512.txt,mloga,30,6,43795,0,0,0
input/tor/tor_512.txt,mloga,30,7,43027.6,0,0,0
input/tor/tor_512.txt,mloga,30,8,43027.6,0,0,0
input/tor/tor_512.txt,mloga,30,9,43027.6,0,0,0
input/tor/tor_512.txt,mloga,30,10,43027.6,0,0,0
input/tor/tor_512.txt,mloga,30,11,43027.6,0,0,0
input/tor/tor_512.txt,mloga,30,12,43027.6,0,0,0
input/tor/tor_512.txt,mloga,30,13,43027.6,0,0,0
input/tor/tor_512.txt,mloga,30,14,43027.6,0,0,0
input/tor/tor_512.txt,mloga,30,15,43027.6,0,0,0
input/tor/tor_512.txt,mloga,30,16,43027.6,0,0,0
input/tor/tor_512.txt,mloga,30,17,43027.6,0,0,0
input/tor/tor_512.txt,mloga,30,18,43027.6,0,0,0
input/tor/tor_512.txt,mloga,30,19,43027.6,0,0,0
input/tor/tor_512.txt,mloga,30,20,43027.6,0,0,0
