data_set,algorithm,max_iterations,max_depth,total_cost,average_cost_gain,average_swapped_pairs,average_num_iterations
datasets/hpcDS/cesar_mocfe.txt,mloga,40,20,2.2019e+07,0,0,0
datasets/hpcDS/cesar_mocfe.txt,optimal-bst,40,20,1.88633e+07,0,0,0
datasets/hpcDS/cesar_mocfe.txt,greedy,40,20,1.10517e+07,0,0,0
