data_set,algorithm,max_iterations,max_depth,total_cost,average_cost_gain,average_swapped_pairs,average_num_iterations
datasets/hpcDS/exact_boxlib_cns_nospec_large.txt,mloga,30,1,2.69607e+07,0,0,0
datasets/hpcDS/exact_boxlib_cns_nospec_large.txt,mloga,30,2,2.67134e+07,0,0,0
datasets/hpcDS/exact_boxlib_cns_nospec_large.txt,mloga,30,3,2.65145e+07,0,0,0
